termID,termName,termDesc,unitName,dataType,measurementScale,relatedTerms,dateSubmitted,dateAccepted,submittedBy
4872,foliarIronConc,"Concentration of iron in plant foliage sample on a dry mass basis",milligramsPerKilogram,real,NA,,2017-10-23,2017-11-22,Samantha
4873,foliarMagnesiumConc,"Concentration of magnesium in plant foliage sample on a dry mass basis",percent,real,NA,,2017-10-23,2017-11-22,Samantha
4874,foliarManganeseConc,"Concentration of manganese in plant foliage sample on a dry mass basis",milligramsPerKilogram,real,NA,,2017-10-23,2017-11-22,Samantha
4875,foliarPhosphorusConc,"Concentration of phophorus in plant foliage sample on a dry mass basis",percent,real,NA,,2017-10-23,2017-11-22,Samantha
4876,foliarPotassiumConc,"Concentration of potassium in plant foliage sample on a dry mass basis",percent,real,NA,,2017-10-23,2017-11-22,Samantha
4877,foliarSulfurConc,"Concentration of sulfur in plant foliage sample on a dry mass basis",percent,real,NA,,2017-10-23,2017-11-22,Samantha
4878,foliarZincConc,"Concentration of zinc in plant foliage sample on a dry mass basis",milligramsPerKilogram,real,NA,,2017-10-23,2017-11-22,Samantha
4879,handlingQF,"Quality flag for sample handling",NA,string,NA,,2017-10-23,2017-11-22,Samantha
4880,knownBoronConc,"Known concentration of boron in standard reference material on a dry mass basis",milligramsPerKilogram,real,NA,,2017-10-23,2017-11-22,Samantha
4881,knownCalciumConc,"Known concentration of calcium in standard reference material on a dry mass basis",percent,real,NA,,2017-10-23,2017-11-22,Samantha
4882,knownCopperConc,"Known concentration of copper in standard reference material on a dry mass basis",milligramsPerKilogram,real,NA,,2017-10-23,2017-11-22,Samantha
4883,knownIronConc,"Known concentration of iron in standard reference material on a dry mass basis",milligramsPerKilogram,real,NA,,2017-10-23,2017-11-22,Samantha
4884,knownMagnesiumConc,"Known concentration of magnesium in standard reference material on a dry mass basis",percent,real,NA,,2017-10-23,2017-11-22,Samantha
4885,knownManganeseConc,"Known concentration of manganese in standard reference material on a dry mass basis",milligramsPerKilogram,real,NA,,2017-10-23,2017-11-22,Samantha
4886,knownPhosphorusConc,"Known concentration of phophorus in standard reference material on a dry mass basis",percent,real,NA,,2017-10-23,2017-11-22,Samantha
4887,knownPotassiumConc,"Known concentration of potassium in standard reference material on a dry mass basis",percent,real,NA,,2017-10-23,2017-11-22,Samantha
4888,knownSulfurConc,"Known concentration of sulfur in standard reference material on a dry mass basis",percent,real,NA,,2017-10-23,2017-11-22,Samantha
4889,knownZincConc,"Known concentration of zinc in standard reference material on a dry mass basis",milligramsPerKilogram,real,NA,,2017-10-23,2017-11-22,Samantha
4890,leafArea,"Area of all leaves or needles scanned",squareMillimeter,real,NA,NA,2017-11-22,2017-11-22,NA
4891,leafMassPerArea,"Dry mass per unit area of leaf or needle foliage",gramsPerSquareMeter,real,NA,,2016-12-06,2017-11-22,
4892,lmaSampleCode,"Barcode of a leaf mass per area sample",NA,string,NA,NA,2016-08-18,2017-11-22,Weintraub
4893,lmaSampleCondition,"Condition of a leaf mass per area sample",NA,string,NA,NA,2017-11-22,2017-11-22,NA
4894,lmaSampleFate,"Fate of a leaf mass per area sample",NA,string,NA,NA,2016-08-18,2017-11-22,Weintraub
4895,lmaSampleID,"Identifier for a leaf mass per area sample",NA,string,NA,NA,2016-08-18,2017-11-22,Weintraub
4896,percentCoverClip,"Ocular estimate of percent cover of all vegetation in the clip strip",percent,real,NA,,2017-10-02,2017-11-22,SWeintraub
4897,percentGreen,"Visual estimate of percent scanned foliar material that was live and green",percent,"unsigned integer",NA,,2017-01-26,2017-11-22,
4898,relativeAccuracyScale,"Indicator for the mean relative accuracy of standards analyzed as unknowns with a run of samples",NA,string,NA,,2017-10-23,2017-11-22,Samantha
4899,scanDate,"The date and time a sample is scanned",NA,dateTime,NA,NA,2017-11-22,2017-11-22,NA
4900,scannedBy,"An identifier for the technician who scanned the sample(s)",NA,string,NA,,2017-05-09,2017-11-22,Weintraub
4901,scannedLeafNumber,"Number of leaves or needles scanned",number,"unsigned integer",NA,NA,2017-11-22,2017-11-22,NA
4902,solventVolume,"Volume of solvent used in the extraction",milliliter,real,NA,,2017-10-23,2017-11-22,SWeintraub
4903,standardChlAConc,"Known chlorophyll A concentration in a standard",microgramsPerMilliliter,real,NA,,2017-10-23,2017-11-22,Samantha
4904,subsample1Height,"Vertical distance from ground to height of first canopy subsample",meter,real,NA,,2016-12-06,2017-11-22,
4905,subsample2Height,"Vertical distance from ground to height of second canopy subsample",meter,real,NA,,2016-12-06,2017-11-22,
4906,subsample3Height,"Vertical distance from ground to height of third canopy subsample",meter,real,NA,,2016-12-06,2017-11-22,
4907,vd1BaseHeight,"Vertical distance from observer to base of stem for first canopy subsample",meter,real,NA,NA,2017-11-22,2017-11-22,NA
4908,vd1Sample,"Vertical distance from observer to height of first canopy subsample",meter,real,NA,NA,2017-11-22,2017-11-22,NA
4909,vd2BaseHeight,"Vertical distance from observer to base of stem for second canopy subsample",meter,real,NA,NA,2017-11-22,2017-11-22,NA
4910,vd2Sample,"Vertical distance from observer to height of second canopy subsample",meter,real,NA,NA,2017-11-22,2017-11-22,NA
4911,vd3BaseHeight,"Vertical distance from observer to base of stem for third canopy leaf subsample",meter,real,NA,NA,2017-11-22,2017-11-22,NA
4912,vd3Sample,"Vertical distance from observer to height of third canopy leaf subsample",meter,real,NA,NA,2017-11-22,2017-11-22,NA
4913,weighedBy,"An identifier for the technician who weighed the sample",NA,string,NA,,2017-10-02,2017-11-22,SWeintraub
4914,yearMonth,"The calendar year and month in which an observation or measurement was made",NA,dateTime,dateTime,NULL,2017-09-23,2017-11-29,"Robert Lee"
4915,year,"The calendar year in which an observation or measurement was made",nominalYear,dateTime,dateTime,NULL,2017-11-29,2017-11-29,"Robert Lee"
4916,corPresQF,"Quality flag for summary statistics of pressure corrected to sea level (1=fail, 0=pass)",NA,"unsigned integer",NA,NA,2017-09-23,2017-11-29,"Robert Lee"
4917,dewTempQF,"Quality flag for dew or frost point temperature summary statistics (1=fail, 0=pass)",NA,"unsigned integer",NA,NA,2017-09-23,2017-11-29,"Robert Lee"
4918,precipQF,"Quality flag for precipitation summary statistics (1=fail, 0=pass)",NA,"unsigned integer",NA,NA,2017-09-23,2017-11-29,"Robert Lee"
4919,precipTotal,"Total precipitation observed",millimeter,real,NA,NA,2017-09-23,2017-11-29,"Robert Lee"
4920,RHQF,"Quality flag for relative humidity summary statistics (1=fail, 0=pass)",NA,"unsigned integer",NA,NA,2017-09-23,2017-11-29,"Robert Lee"
4921,shortRadQF,"Quality flag for incoming shortwave radiation summary statistics (1=fail, 0=pass)",NA,"unsigned integer",NA,NA,2017-09-23,2017-11-29,"Robert Lee"
4922,staPresQF,"Quality flag for station pressure summary statistics (1=fail, 0=pass)",NA,"unsigned integer",NA,NA,2017-09-23,2017-11-29,"Robert Lee"
4923,tempTripleQF,"Quality flag for temperature summary statistics (1=fail, 0=pass)",NA,"unsigned integer",NA,NA,2017-09-23,2017-11-29,"Robert Lee"
4924,windSpeedQF,"Quality flag for wind speed summary statistics (1=fail, 0=pass)",NA,"unsigned integer",NA,NA,2017-09-23,2017-11-29,"Robert Lee"
4925,spectrumCount,"The number of absorbance spectra (AKA SUNA light frames) that were averaged to correct the fDOM and or chla data. Up to 50 light frames will be averaged",number,integer,NA,NA,2017-11-29,2017-11-30,kaelin
4926,wssCorPres,"Mean station pressure corrected to sea level for weather summary statistics",kilopascal,real,NA,NA,2017-11-30,2017-11-30,Robert
4927,wssDewTempMaximum,"Maximum dew or frost point temperature for weather summary statistics",celsius,real,NA,NA,2017-11-30,2017-11-30,Robert
4928,wssDewTempMean,"Arithmetic mean of dew or frost point temperature for weather summary statistics",celsius,real,NA,NA,2017-11-30,2017-11-30,Robert
4929,wssDewTempMinimum,"Minimum dew or frost point temperature for weather summary statistics",celsius,real,NA,NA,2017-11-30,2017-11-30,Robert
4930,wssDewTempStdErMean,"Standard error of the mean for dew or frost point temperature for weather summary statistics",celsius,real,NA,NA,2017-11-30,2017-11-30,Robert
4931,wssDewTempVariance,"Variance in dew or frost point temperature for weather summary statistics",celsiusSquared,real,NA,NA,2017-11-30,2017-11-30,Robert
4932,wssPrecipTotal,"Total precipitation observed for weather summary statistics",millimeter,real,NA,NA,2017-11-30,2017-11-30,Robert
4933,wssRHMaximum,"Maximum relative humidity for weather summary statistics",percent,real,NA,NA,2017-11-30,2017-11-30,Robert
4934,wssRHMean,"Arithmetic mean of relative humidity for weather summary statistics",percent,real,NA,NA,2017-11-30,2017-11-30,Robert
4935,wssRHMinimum,"Minimum relative humidity for weather summary statistics",percent,real,NA,NA,2017-11-30,2017-11-30,Robert
4936,wssRHStdErMean,"Standard error of the mean for relative humidity for weather summary statistics",percent,real,NA,NA,2017-11-30,2017-11-30,Robert
4937,wssRHVariance,"Variance in relative humidity for weather summary statistics",percentSquared,real,NA,NA,2017-11-30,2017-11-30,Robert
4938,wssShortRadMaximum,"Maximum Incoming Shortwave Radiation for weather summary statistics",wattsPerSquareMeter,real,NA,NA,2017-11-30,2017-11-30,Robert
4939,wssShortRadMean,"Arithmetic mean of Incoming Shortwave Radiation for weather summary statistics",wattsPerSquareMeter,real,NA,NA,2017-11-30,2017-11-30,Robert
4940,wssShortRadMinimum,"Minimum Incoming Shortwave Radiation for weather summary statistics",wattsPerSquareMeter,real,NA,NA,2017-11-30,2017-11-30,Robert
4941,wssShortRadStdErMean,"Standard error of the mean for Incoming Shortwave Radiation for weather summary statistics",wattsPerSquareMeter,real,NA,NA,2017-11-30,2017-11-30,Robert
4942,wssShortRadVariance,"Variance in Incoming Shortwave Radiation for weather summary statistics",wattsPerSquareMeterSquared,real,NA,NA,2017-11-30,2017-11-30,Robert
4943,wssStaPresMaximum,"Maximum station pressure for weather summary statistics",kilopascal,real,NA,NA,2017-11-30,2017-11-30,Robert
4944,wssStaPresMean,"Arithmetic mean of station pressure for weather summary statistics",kilopascal,real,NA,NA,2017-11-30,2017-11-30,Robert
4945,wssStaPresMinimum,"Minimum station pressure for weather summary statistics",kilopascal,real,NA,NA,2017-11-30,2017-11-30,Robert
4946,wssStaPresStdErMean,"Standard error of the mean for station pressure for weather summary statistics",kilopascal,real,NA,NA,2017-11-30,2017-11-30,Robert
4947,wssStaPresVariance,"Variance in station pressure for weather summary statistics",kilopascalsSquared,real,NA,NA,2017-11-30,2017-11-30,Robert
4948,wssTempTripleMaximum,"Maximum triple aspirated air temperature for weather summary statistics",celsius,real,NA,NA,2017-11-30,2017-11-30,Robert
4949,wssTempTripleMean,"Arithmetic mean of triple aspirated air temperature for weather summary statistics",celsius,real,NA,NA,2017-11-30,2017-11-30,Robert
4950,wssTempTripleMinimum,"Minimum triple aspirated air temperature for weather summary statistics",celsius,real,NA,NA,2017-11-30,2017-11-30,Robert
4951,wssTempTripleStdErMean,"Standard error of the mean for triple aspirated air temperature for weather summary statistics",celsius,real,NA,NA,2017-11-30,2017-11-30,Robert
4952,wssTempTripleVariance,"Variance in triple aspirated air temperature for weather summary statistics",celsiusSquared,real,NA,NA,2017-11-30,2017-11-30,Robert
4953,wssWindSpeedMaximum,"Maximum wind speed for weather summary statistics",metersPerSecond,real,NA,NA,2017-11-30,2017-11-30,Robert
4954,wssWindSpeedMean,"Arithmetic mean of wind speed for weather summary statistics",metersPerSecond,real,NA,NA,2017-11-30,2017-11-30,Robert
4955,wssWindSpeedMinimum,"Minimum wind speed for weather summary statistics",metersPerSecond,real,NA,NA,2017-11-30,2017-11-30,Robert
4956,wssWindSpeedStdErMean,"Standard error of the mean for wind speed for weather summary statistics",metersPerSecond,real,NA,NA,2017-11-30,2017-11-30,Robert
4957,wssWindSpeedVariance,"Variance in wind speed for weather summary statistics",metersPerSecondSquared,real,NA,NA,2017-11-30,2017-11-30,Robert
4958,rawCalibratedChla,"Calibrated chlorophyll a concentration in water without temperature or absorbance corrections",microgramsPerLiter,real,NA,NA,2017-12-05,2017-12-05,kaelin
4959,rawCalibratedfDOM,"Calibrated fluorescent dissolved organic matter concentration as quinine sulfate equivalents without temperature or absorbance corrections",quinineSulfateUnit,real,NA,NA,2017-12-05,2017-12-05,kaelin
4960,d18OWaterHighArchive,"Measure in the archive high standard of the ratio of stable isotopes 18O:16O in H2O, relative to the Vienna Standard Mean Ocean Water",permill,real,NA,,2017-12-14,2017-12-14,Hongyan
4961,d18OWaterLowArchive,"Measure in the archive low standard of the ratio of stable isotopes 18O:16O in H2O, relative to the Vienna Standard Mean Ocean Water",permill,real,NA,,2017-12-14,2017-12-14,Hongyan
4962,d18OWaterMedArchive,"Measure in the archive medium standard of the ratio of stable isotopes 18O:16O in H2O, relative to the Vienna Standard Mean Ocean Water",permill,real,NA,,2017-12-14,2017-12-14,Hongyan
4963,d2HWaterHighArchive,"Measure in the archive high standard of the ratio of stable isotopes 2H:1H in H2O, relative to the Vienna Standard Mean Ocean Water",permill,real,NA,,2017-12-14,2017-12-14,Hongyan
4964,d2HWaterLowArchive,"Measure in the archive low standard of the ratio of stable isotopes 2H:1H in H2O, relative to the Vienna Standard Mean Ocean Water",permill,real,NA,,2017-12-14,2017-12-14,Hongyan
4965,d2HWaterMedArchive,"Measure in the archive medium standard of the ratio of stable isotopes 2H:1H in H2O, relative to the Vienna Standard Mean Ocean Water",permill,real,NA,,2017-12-14,2017-12-14,Hongyan
4966,attemptNumber,"The attempt number associated with the missing line workflow",number,integer,NA,,2017-12-20,2017-12-20,kaelin
4967,bankfullDepth,"The measured bankfull depth of the transect",meter,real,NA,,2011-02-17,2017-12-20,"Stephanie Parker"
4968,bankfullWidth,"The measured bankfull width of the transect",meter,real,NA,,2011-02-17,2017-12-20,"Stephanie Parker"
4969,dataFileName,"Name of file or folder containing data, including file extension",NA,string,NA,,2011-08-17,2017-12-20,"Stephanie Parker"
4970,dataFilePath,"The system path identifying the data file location",NA,uri,NA,,2011-08-17,2017-12-20,"Stephanie Parker"
4971,deletePoint,"Indicator of whether a point is to be deleted during post-processing",NA,string,NA,,2011-02-17,2017-12-20,"Stephanie Parker"
4972,errorDescription,"Description of the type of error associated with the mapped point",NA,string,NA,,2011-02-17,2017-12-20,"Stephanie Parker"
4973,errorDescriptionRemarks,"Technician notes; free text comments that describe the error record",NA,string,NA,,2011-02-17,2017-12-20,"Stephanie Parker"
4974,featureID,"Identifier for the transect named location",NA,string,NA,,2011-02-17,2017-12-20,"Stephanie Parker"
4975,featuresSurveyed,"List of features that were surveyed from a given total station location",NA,string,NA,,2017-12-20,2017-12-20,kaelin
4976,featuresSurveyedOther,"List of additional features that were surveyed from a given total station location",NA,string,NA,,2017-12-20,2017-12-20,kaelin
4977,featureType,"The type of feature surveyed at a given total station location",NA,string,NA,,2011-02-17,2017-12-20,"Stephanie Parker"
4978,firstControlPointID,"Identifier for the first control point used to orient the total station at a given location",NA,string,NA,,2011-02-17,2017-12-20,"Stephanie Parker"
4979,firstControlPointType,"The first type of control point used to orient the total station at a given location",NA,string,NA,,2011-02-17,2017-12-20,"Stephanie Parker"
4980,firstThalwegPoint,"Identifier for the first thalweg point mapped from a given total station location",number,integer,NA,,2017-12-20,2017-12-20,kaelin
4981,firstThalwegPointName,"Name of the first thalweg point mapped from a given total station location",NA,string,NA,,2017-12-20,2017-12-20,kaelin
4982,floodproneHeight,"The measured floodprone height of the transect; two times the bankfull depth",meter,real,NA,,2011-02-17,2017-12-20,"Stephanie Parker"
